+1.0940476115 +0.7660455240
+0.5231539068 +0.9690789780
-0.4354922233 +1.2671167587
+1.6140038865 +0.2532361361
+1.3158453198 +0.6108085464
+1.7758268665 +0.0228855255
+1.6752658887 +0.2121435552
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
-0.6809353849 +1.4891109842
+1.3830602968 -0.6809353849
-0.7171364001 +1.3830602968
+1.3006334727 -0.7171364001
-0.5067883502 +1.3006334727
+1.5333556099 -0.5067883502
-1.1032159314 +1.5333556099
+0.9872831327 +0.0992725942
+0.4550537942 +0.9872831327
+1.4891109842 +0.4550537942
