+1.3000000000 +0.5000000000
-0.1400000000 +1.3000000000
+1.7704000000 -0.1400000000
-1.7763161600 +1.7704000000
-1.2241791003 -1.7763161600
-0.6315093176 -1.2241791003
+0.6339422518 -0.6315093176
+0.8086644262 +0.6339422518
+0.9362445214 +0.8086644262
+0.7660455240 +0.9362445214
+1.0940476115 +0.7660455240
+0.4328734810 +1.0940476115
+1.5408348329 +0.4328734810
-0.8443099380 +1.5408348329
+1.1493911784 -0.8443099380
-0.1743930625 +1.1493911784
+1.7144044133 -0.1743930625
-1.5915004110 +1.7144044133
-0.6185522344 -1.5915004110
+0.5399430100 -0.6185522344
+0.9228958756 +0.5399430100
+0.7102461058 +0.9228958756
+1.1724192319 +0.7102461058
+0.2385069764 +1.1724192319
+1.6948401918 +0.2385069764
-1.4009311827 +1.6948401918
-0.0541561212 -1.4009311827
+0.9767877597 -0.0541561212
+0.4296388361 +0.9767877597
+1.5084467984 +0.4296388361
-0.7465200928 +1.5084467984
+1.2952417905 -0.7465200928
-0.5016073237 +1.2952417905
+1.5369626299 -0.5016073237
-1.1127363229 +1.5369626299
+0.6229066646 -1.1127363229
+0.6781663903 +0.6229066646
+1.1269623464 +0.6781663903
+0.3334057868 +1.1269623464
+1.6269292852 +0.3334057868
-1.1468771632 +1.6269292852
+0.5727515582 -1.1468771632
+0.7278925036 +0.5727515582
+1.0419979706 +0.7278925036
+0.5326079803 +1.0419979706
+1.4289281306 +0.5326079803
-0.4820532082 +1.4289281306
+1.5963031436 -0.4820532082
-1.2927996887 +1.5963031436
+0.2075599080 -1.2927996887
+0.9690789780 +0.2075599080
+0.5231539068 +0.9690789780
+1.4170336832 +0.5231539068
-0.4510382872 +1.4170336832
+1.6216745684 -0.4510382872
-1.3651398920 +1.6216745684
+0.0228954459 -1.3651398920
+0.9899338310 +0.0228954459
+0.4268996441 +0.9899338310
+1.5147368432 +0.4268996441
-0.7663578109 +1.5147368432
+1.2671167587 -0.7663578109
-0.4354922233 +1.2671167587
+1.5904815510 -0.4354922233
-1.2602792311 +1.5904815510
+0.2888407250 -1.2602792311
+0.9384872663 +0.2888407250
+0.6058938685 +0.9384872663
+1.3144388000 +0.6058938685
-0.1459811983 +1.3144388000
+1.7730211297 -0.1459811983
-1.7873982860 +1.7730211297
-1.2628862938 -1.7873982860
-0.7311012769 -1.2628862938
+0.4866250348 -0.7311012769
+0.9438656924 +0.4866250348
+0.6551050651 +0.9438656924
+1.2539970614 +0.6551050651
+0.0240228895 +1.2539970614
+1.7756220192 +0.0240228895
-1.7456266883 +1.7756220192
-1.1145259290 -1.7456266883
-0.3658560529 -1.1145259290
+0.9317915699 -0.3658560529
+0.4220076544 +0.9317915699
+1.5014470106 +0.4220076544
-0.7277408292 +1.5014470106
+1.3208273887 -0.7277408292
-0.5629072396 +1.3208273887
+1.4793836562 -0.5629072396
-0.9574481742 +1.4793836562
+0.9271080906 -0.9574481742
+0.2532361361 +0.9271080906
+1.6140038865 +0.2532361361
-1.1290377049 +1.6140038865
+0.6094750268 -1.1290377049
+0.6898288803 +0.6094750268
+1.1069786240 +0.6898288803
+0.3815469901 +1.1069786240
